contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,entropy_0,asm_45,entropy_45,asm_90,entropy_90,asm_135,entropy_135,Path
1669.1969127516704,1786.8744651141853,1180.6753020134295,1794.6918156839677,27.88890380313214,29.176253321922246,23.180447427293057,29.25458312688577,0.07056036616657473,0.06269817275004455,0.08038125729045563,0.06263685742058824,0.00019001246190107897,0.00017781552798627756,0.00021969380758621201,0.0001764703849899586,0.8449158998544651,0.8340496080848624,0.8906188084482846,0.8333208015915824,0.00019001246190107897,8.94437168610148,0.00017781552798627756,8.98661110940333,0.00021969380758621201,8.80264677254527,0.0001764703849899586,8.99110760051643,Blight
1104.1428187919496,1070.3907031214815,814.2636241610757,1425.5275888473548,19.217718120805355,19.86883473717408,17.311319910514584,22.918337011846265,0.16112123571889891,0.12062998224777535,0.1323739183042755,0.1101314466185072,0.0007602500387870466,0.0006039063102749876,0.0006696505162430159,0.0005561405462292294,0.898750885973283,0.9013450274924946,0.9247630261505829,0.868612653078654,0.0007602500387870466,7.800653412866879,0.0006039063102749876,7.892498759778579,0.0006696505162430159,7.786619297410662,0.0005561405462292294,8.000326172734022,Blight
1726.9712304250584,1346.4891671546318,1628.3473825503356,2461.317598306382,23.465816554809816,22.43925949281571,23.627651006711407,29.28624836719059,0.1554052914543621,0.11736473601614013,0.1341043707501497,0.11265055029868187,0.0012298044632624077,0.0010053523686175726,0.0010642593676961397,0.0009215619302993673,0.8423368737582935,0.8770241585259573,0.8516117430322268,0.7752004241636236,0.0012298044632624077,7.462335563960357,0.0010053523686175726,7.509563623671034,0.0010642593676961397,7.52278810198244,0.0009215619302993673,7.669621865565683,Blight
951.0043847874739,1188.0954011080564,522.2014317673376,990.0234674113768,18.64143176733785,21.760641412548978,14.27552572706937,19.955002026935755,0.1584163271768408,0.11520650115403729,0.16090923286771136,0.12285502278708864,0.0013144743229784278,0.0009604777490209312,0.001210325861197433,0.0009914779185718414,0.9126055841871943,0.8909582381074939,0.9523233326650339,0.9091346660210662,0.0013144743229784278,7.549396533056486,0.0009604777490209312,7.725836210556474,0.001210325861197433,7.396057416278439,0.0009914779185718414,7.665041793121338,Blight
1240.0927516778506,1226.1807576235315,478.2434899328857,1351.0135579478385,24.6301118568233,24.507139318048626,14.469709172259495,25.927931174271222,0.08699401685652552,0.07801188437816874,0.13193001070203875,0.0751798114806206,0.00022251550230468754,0.0002155109794193029,0.0003592821144192644,0.0002032951332943626,0.8853404075772312,0.8865084115723553,0.9558303916450106,0.8749561834237334,0.00022251550230468754,8.705698757328152,0.0002155109794193029,8.712894553589432,0.0003592821144192644,8.256800542963564,0.0002032951332943626,8.763452921999717,Blight
1160.9102908277396,1223.587225800646,640.6870246085011,1344.2167469933804,21.990917225950874,22.78284761947654,16.074407158836777,23.96675825413263,0.10940680972897311,0.0960550600360431,0.12765685846328587,0.09181921624256571,0.0004421452487125133,0.00040172502842102185,0.0005461325565915459,0.00038655412833810436,0.8928358372011834,0.8872188363876601,0.9410022370099222,0.8760980035827196,0.0004421452487125133,8.154807629418634,0.00040172502842102185,8.197166631773166,0.0005461325565915459,7.891832319923202,0.00038655412833810436,8.238547221403207,Blight
1123.39185682327,1203.742218818972,653.2681431767375,1285.1716138912723,21.37959731543635,22.538038827079795,16.06411633109619,23.216656907346565,0.11756037707476316,0.09627109455619708,0.12723792330271808,0.10089231475419987,0.00022483271524303567,0.0001981691849079429,0.00026685684829009815,0.00019876973140403622,0.8958273360471366,0.8882573962842767,0.9394754553828477,0.8807028781581888,0.00022483271524303567,8.79449941793965,0.0001981691849079429,8.863156420082879,0.00026685684829009815,8.582342642869751,0.00019876973140403622,8.865190750985096,Blight
2598.9280984339966,2657.1749020314205,1866.4157494407173,2946.7799648664504,35.462147651006745,36.078194675915434,29.00429530201355,38.15242556641579,0.06929497296702172,0.059977147365730496,0.07655888680074842,0.056827704043235346,0.0002632073630316773,0.0002554534080294642,0.0003121340880540873,0.00024413229502877229,0.758859372849005,0.7533037692571796,0.826862475001028,0.7264376983064286,0.0002632073630316773,8.567084769285577,0.0002554534080294642,8.579915674242216,0.0003121340880540873,8.415721241669967,0.00024413229502877229,8.627043836476945,Blight
939.1740492169995,956.0190531958012,444.3332885906042,1065.1184631322894,18.586845637583828,19.699698211792242,14.247203579418388,20.483987207783404,0.11335181945373435,0.09827243451727295,0.1292706857594338,0.09914895603577244,0.0007210526052380045,0.0006145163031848594,0.0007451646322237727,0.0006159314423099464,0.9145752605810212,0.9130799237211861,0.9595933159321655,0.9031559081341392,0.0007210526052380045,7.928873014244623,0.0006145163031848594,7.995043643212767,0.0007451646322237727,7.7288863509686605,0.0006159314423099464,8.019292034915207,Blight
1594.6137360178973,1671.3118328003209,1069.4726621923928,1839.8251880545781,25.572662192393896,26.606729426602428,21.071588366890513,28.063285437592796,0.08831023238058468,0.0779303108739751,0.09930597416260374,0.07421401262670896,0.00025416172444682743,0.00023809436809506932,0.0002971337627434052,0.00022867025162764612,0.852744404418489,0.8453106850441101,0.9010301369618926,0.829708522514582,0.00025416172444682743,8.642014111066983,0.00023809436809506932,8.678177193046212,0.0002971337627434052,8.485616418457129,0.00022867025162764612,8.717633261136402,Blight
